date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:02	9117/9117	---M--	200	added ('OK')	text/html	etag:%22239d-569b102a44080%22	http://weibergmedia.com/demos/bt/pricing.html	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/pricing.html	(from http://weibergmedia.com/demos/bt/)
17:34:02	9956/9956	---M--	200	added ('OK')	text/html	etag:%2226e4-569b10294fe40%22	http://weibergmedia.com/demos/bt/job-offers.html	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/job-offers.html	(from http://weibergmedia.com/demos/bt/)
17:34:02	7102/7102	---M--	200	added ('OK')	text/html	etag:%221bbe-569b10257f540%22	http://weibergmedia.com/demos/bt/contact.html	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/contact.html	(from http://weibergmedia.com/demos/bt/)
17:34:16	93391/93391	---M--	200	added ('OK')	image/jpeg	etag:%2216ccf-5686d4c193e40%22	http://weibergmedia.com/demos/bt/images/work-single-1.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/work-single-1.jpg	(from http://weibergmedia.com/demos/bt/)
17:34:18	9400/9400	---M--	200	added ('OK')	image/png	etag:%2224b8-5699b9c8eb9c0%22	http://weibergmedia.com/demos/bt/images/logos/logo01.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo01.png	(from http://weibergmedia.com/demos/bt/)
17:34:19	5447/5447	---M--	200	added ('OK')	image/png	etag:%221547-5699b9cad3e40%22	http://weibergmedia.com/demos/bt/images/logos/logo09.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo09.png	(from http://weibergmedia.com/demos/bt/)
17:34:21	5429/5429	---M--	200	added ('OK')	image/png	etag:%221535-5699b9c9dfc00%22	http://weibergmedia.com/demos/bt/images/logos/logo07.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo07.png	(from http://weibergmedia.com/demos/bt/)
17:34:22	116507/116507	---M--	200	added ('OK')	image/jpeg	etag:%221c71b-5686d4d68efc0%22	http://weibergmedia.com/demos/bt/images/work-single-7.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/work-single-7.jpg	(from http://weibergmedia.com/demos/bt/)
17:34:22	6759/6759	---M--	200	added ('OK')	image/png	etag:%221a67-5699b9c8eb9c0%22	http://weibergmedia.com/demos/bt/images/logos/logo04.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo04.png	(from http://weibergmedia.com/demos/bt/)
17:34:24	7863/7863	---M--	200	added ('OK')	image/png	etag:%221eb7-5699b9c9dfc00%22	http://weibergmedia.com/demos/bt/images/logos/logo06.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo06.png	(from http://weibergmedia.com/demos/bt/)
17:34:24	12821/12821	---M--	200	added ('OK')	image/png	etag:%223215-5699b9c9dfc00%22	http://weibergmedia.com/demos/bt/images/logos/logo08.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/logos/logo08.png	(from http://weibergmedia.com/demos/bt/)
17:34:24	134808/134808	---M--	200	added ('OK')	image/jpeg	etag:%2220e98-5686d4d68efc0%22	http://weibergmedia.com/demos/bt/images/work-single-9.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/work-single-9.jpg	(from http://weibergmedia.com/demos/bt/)
17:34:26	8101/8101	---M--	200	added ('OK')	application/javascript	etag:%221fa5-5699c4448f540%22	http://weibergmedia.com/demos/bt/js/jquery-easing-1.3.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery-easing-1.3.js	(from http://weibergmedia.com/demos/bt/)
17:34:26	11417/11417	---M--	200	added ('OK')	application/javascript	etag:%222c99-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.touchSwipe.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.touchSwipe.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:28	4369/4369	---M--	200	added ('OK')	application/javascript	etag:%221111-5699c4448f540%22	http://weibergmedia.com/demos/bt/js/jquery.ba-bbq.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.ba-bbq.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:30	12048/12048	---M--	200	added ('OK')	application/javascript	etag:%222f10-5699c446779c0%22	http://weibergmedia.com/demos/bt/js/packery-mode.pkgd.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/packery-mode.pkgd.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:30	2050/2050	---M--	200	added ('OK')	application/javascript	etag:%22802-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.isotope.load.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.isotope.load.js	(from http://weibergmedia.com/demos/bt/)
17:34:31	3375/3375	---M--	200	added ('OK')	application/javascript	etag:%22d2f-5699c446779c0%22	http://weibergmedia.com/demos/bt/js/main.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/main.js	(from http://weibergmedia.com/demos/bt/)
17:34:32	877/877	---M--	200	added ('OK')	application/javascript	etag:%2236d-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.form.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.form.js	(from http://weibergmedia.com/demos/bt/)
17:34:32	530/530	---M--	200	added ('OK')	application/javascript	etag:%22212-5699c44583780%22	http://weibergmedia.com/demos/bt/js/input.fields.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/input.fields.js	(from http://weibergmedia.com/demos/bt/)
17:34:32	41002/41002	---M--	200	added ('OK')	application/javascript	etag:%22a02a-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.isotope2.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.isotope2.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:32	140/140	---M--	200	added ('OK')	application/javascript	etag:%228c-5699c446779c0%22	http://weibergmedia.com/demos/bt/js/preloader.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/preloader.js	(from http://weibergmedia.com/demos/bt/)
17:34:36	23487/23487	---M--	200	added ('OK')	application/javascript	etag:%225bbf-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.fancybox.pack.js	(from http://weibergmedia.com/demos/bt/)
17:34:38	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%2290b5-5699c4439b300%22	http://weibergmedia.com/demos/bt/js/bootstrap.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/bootstrap.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:38	235087/235087	---M--	200	added ('OK')	image/jpeg	etag:%223964f-5686d4c658980%22	http://weibergmedia.com/demos/bt/images/work-single-10.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/work-single-10.jpg	(from http://weibergmedia.com/demos/bt/)
17:34:38	97163/97163	---M--	200	added ('OK')	application/javascript	etag:%2217b8b-5699c4448f540%22	http://weibergmedia.com/demos/bt/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery-1.12.4.min.js	(from http://weibergmedia.com/demos/bt/)
17:34:39	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.30.delayed	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:39	22571/22571	---M--	200	added ('OK')	application/javascript	etag:%22582b-5699c44583780%22	http://weibergmedia.com/demos/bt/js/jquery.flexslider-min.js	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/js/jquery.flexslider-min.js	(from http://weibergmedia.com/demos/bt/)
17:34:39	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regulard41d.eot	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:39	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.woff2	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:39	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.woff	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:40	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.ttf	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:40	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/glyphicons-halflings-regular.svg	(from http://weibergmedia.com/demos/bt/css/bootstrap.min.css)
17:34:41	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5686d45017280%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfont3e6e.html	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:34:58	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-5686d45017280%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfont3e6e.woff	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:35:00	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5686d44f23040%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfont3e6e.svg	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:35:05	15970/15970	---M--	200	added ('OK')	image/png	etag:%223e62-5686d45a94b40%22	http://weibergmedia.com/demos/bt/images/arrow2.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/arrow2.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5686d4496a2c0%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfont3e6e.eot	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:35:07	15960/15960	---M--	200	added ('OK')	image/png	etag:%223e58-5686d45a94b40%22	http://weibergmedia.com/demos/bt/images/arrow3.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/arrow3.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5686d4496a2c0%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfontd41d.eot	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:35:11	19438/19438	---M--	200	added ('OK')	image/png	etag:%224bee-5686d45a94b40%22	http://weibergmedia.com/demos/bt/images/bg-logo.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/bg-logo.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:11	24787/24787	---M--	200	added ('OK')	image/png	etag:%2260d3-5686d4beb7780%22	http://weibergmedia.com/demos/bt/images/signature.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/signature.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:12	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-5686d44c46980%22	http://weibergmedia.com/demos/bt/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/fonts/fontawesome-webfont3e6e.ttf	(from http://weibergmedia.com/demos/bt/css/font-awesome.min.css)
17:35:12	5272/5272	---M--	200	added ('OK')	image/png	etag:%221498-5686d4a4f7ac0%22	http://weibergmedia.com/demos/bt/images/icons/target.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/target.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:13	4366/4366	---M--	200	added ('OK')	image/png	etag:%22110e-5686d4a403880%22	http://weibergmedia.com/demos/bt/images/icons/network.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/network.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:13	19460/19460	---M--	200	added ('OK')	image/png	etag:%224c04-5686d45a94b40%22	http://weibergmedia.com/demos/bt/images/bg-logo-black.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/bg-logo-black.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:13	15959/15959	---M--	200	added ('OK')	image/png	etag:%223e57-5686d45a94b40%22	http://weibergmedia.com/demos/bt/images/arrow4.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/arrow4.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:13	4260/4260	---M--	200	added ('OK')	image/png	etag:%2210a4-5686d4a403880%22	http://weibergmedia.com/demos/bt/images/icons/illustration.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/illustration.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:14	15634/15634	---M--	200	added ('OK')	image/png	etag:%223d12-5686d4bdc3540%22	http://weibergmedia.com/demos/bt/images/minus.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/minus.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:16	14825/14825	---M--	200	added ('OK')	image/png	etag:%2239e9-5686d4beb7780%22	http://weibergmedia.com/demos/bt/images/plus.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/plus.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:39	151967/151967	---M--	200	added ('OK')	image/jpeg	etag:%222519f-5686d4979db40%22	http://weibergmedia.com/demos/bt/images/fullscreen28.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen28.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:48	212188/212188	---M--	200	added ('OK')	image/jpeg	etag:%2233cdc-5686d4848ae40%22	http://weibergmedia.com/demos/bt/images/fullscreen03.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen03.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:35:59	121584/121584	---M--	200	added ('OK')	image/jpeg	etag:%221daf0-5686d4c840e00%22	http://weibergmedia.com/demos/bt/images/work-single-3.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/work-single-3.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:11	358677/358677	---M--	200	added ('OK')	image/jpeg	etag:%2257915-5686d486732c0%22	http://weibergmedia.com/demos/bt/images/fullscreen02.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen02.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:34	214352/214352	---M--	200	added ('OK')	image/jpeg	etag:%2234550-5686d4857f080%22	http://weibergmedia.com/demos/bt/images/fullscreen04.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen04.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:46	561186/561186	---M--	200	added ('OK')	image/jpeg	etag:%2289022-5686d49c62680%22	http://weibergmedia.com/demos/bt/images/fullscreen15.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen15.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:48	226752/226752	---M--	200	added ('OK')	image/jpeg	etag:%22375c0-5686d495b56c0%22	http://weibergmedia.com/demos/bt/images/fullscreen14.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/fullscreen14.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:49	4355/4355	---M--	200	added ('OK')	image/png	etag:%221103-5686d4a403880%22	http://weibergmedia.com/demos/bt/images/icons/map.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/map.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:50	4595/4595	---M--	200	added ('OK')	image/png	etag:%2211f3-5686d4a4f7ac0%22	http://weibergmedia.com/demos/bt/images/icons/winner.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/winner.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:51	4386/4386	---M--	200	added ('OK')	image/png	etag:%221122-5686d4a4f7ac0%22	http://weibergmedia.com/demos/bt/images/icons/time.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/time.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:52	3392/3392	---M--	200	added ('OK')	image/png	etag:%22d40-5686d49a7a200%22	http://weibergmedia.com/demos/bt/images/icons/adjust.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/adjust.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:54	414416/414416	---M--	200	added ('OK')	image/jpeg	etag:%22652d0-5686d459a0900%22	http://weibergmedia.com/demos/bt/images/architect-1.jpg	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/architect-1.jpg	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:55	18800/18800	---M--	200	added ('OK')	image/png	etag:%224970-5686d4a1271c0%22	http://weibergmedia.com/demos/bt/images/icons/bg-team@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-team@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:56	5178/5178	---M--	200	added ('OK')	image/png	etag:%22143a-5686d4a21b400%22	http://weibergmedia.com/demos/bt/images/icons/bg-works@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-works@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:56	3174/3174	---M--	200	added ('OK')	image/png	etag:%22c66-5686d49d568c0%22	http://weibergmedia.com/demos/bt/images/icons/bg-chat@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-chat@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:56	3344/3344	---M--	200	added ('OK')	image/png	etag:%22d10-5686d4a032f80%22	http://weibergmedia.com/demos/bt/images/icons/bg-notes@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-notes@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:56	1502/1502	---M--	404	error ('Not%20Found')	text/html	etag:%225de-4a37945303480%22	http://weibergmedia.com/demos/bt/images/icons/bg-illustration@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-illustration@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
17:36:57	666/666	---M--	200	added ('OK')	image/png	etag:%2229a-5686d4a1271c0%22	http://weibergmedia.com/demos/bt/images/icons/bg-social@2x.png	C:/My%20Web%20Sites/DevelopersManagement/weibergmedia.com/demos/bt/images/icons/bg-social@2x.png	(from http://weibergmedia.com/demos/bt/css/styles.css)
